chemical    a    b    c    t_min (celsius)    t_max (celsius)
3-ethyl-3-methylhexane    6.87787    1406.8    211.4    28    169
3-ethyl-3-methylhexane    7.04317    1506.86    221.41    28    324.35
3-ethyl-3-methylheptane    6.88063    1472.9    204.5    46    193
3-ethyl-3-methylheptane    7.05165    1581.48    215.366    46    346.85
3-ethyl-3-hexene    7.03608    1407.08    222.626    10.4858    292.477
3-ethyl-3-hexanol    7.87807    1895.63    220.334    55.2709    313.8
3-ethyl-3-heptanol    8.42444    2523.46    273    90.2276    336.72
3-ethyl-2,5-dimethylhexane    6.87155    1429.3    204.1    39    183
3-ethyl-2,5-dimethylhexane    7.03413    1529.46    214.141    39    330.35
3-ethyl-2,4-pentanediol    9.49075    3176.08    273    123.334    353.778
3-ethyl-2,4-dimethylpentane    6.85293    1380.54    210.87    25    165
3-ethyl-2,4-dimethylhexane    6.86682    1455.3    205    43    189
3-ethyl-2,4-dimethylhexane    7.05494    1572.89    216.708    43    342.95
3-ethyl-2,3,4-trimethylpentane    7.02118    1619.09    221.599    47    369.15
3-ethyl-2,3-pentanediol    9.40578    3131.01    273    121.897    355.617
3-ethyl-2,3-dimethylpentane    6.84463    1418    213    30    174
3-ethyl-2,3-dimethylhexane    6.86128    1475.8    206.8    45    194
3-ethyl-2,3-dimethylhexane    7.01446    1569.31    215.933    45    353.65
3-ethyl-2,2,4-trimethylpentane    6.98282    1529.68    217.601    38    342.15
3-ethyl-2,2,3-trimethylpentane    6.99025    1608.63    221.938    47    372.85
3-ethyl-2,2-dimethylpentane    6.87166    1383.13    212.75    23    162
3-ethyl-2,2-dimethylhexane    6.86594    1444.4    206.4    40    185
3-ethyl-2,2-dimethylhexane    6.99962    1527.84    214.832    40    338.55
3-ethyl-2-thiapentane    6.99484    1388.02    205.518    78.435    325.235
3-ethyl-2-pentene    7.00427    1331.43    226.883    -5.13508    274.505
3-ethyl-2-pentanone    7.72556    1991.19    273    45.67    317.836
3-ethyl-2-pentanol    8.39655    2344.19    273    43.9299    309.658
3-ethyl-2-methylpentane    6.86358    1318.12    215.306    9    142
3-ethyl-2-methylpentane    7.03756    1416.51    225.113    9    293.85
3-ethyl-2-methylhexane    6.8869    1390.2    209    27    166
3-ethyl-2-methylhexane    7.05625    1490.43    218.943    26.85    314.95
3-ethyl-2-methylheptane    6.89294    1457.9    202.2    45    190
3-ethyl-2-methylheptane    7.07029    1568.64    213.214    45    337.75
3-ethyl-2-hexanol    8.45078    2456.36    273    56.6776    322.758
3-ethyl-2-heptanol    8.50271    2557.12    273    90.9722    333.196
3-ethyl-1-pentyne    6.88599    1207.2    217.409    -5.98608    267.605
3-ethyl-1-pentene    7.08935    1346.26    235.778    -127.48    256.85
3-ethyl-1-pentanol    8.47025    2453.76    273    55.4712    325.353
3-ethyl-1-octanol    8.61878    2764.84    273    114.142    358.39
3-ethyl-1-hexene    7.02826    1375.8    221.421    6.80308    283.093
3-ethyl-1-hexanol    8.52318    2555.15    273    66.6363    335.489
3-ethyl-1-heptanol    8.5733    2732.39    273    112.051    363.564
3-ethyl-(1-thiaethyl)-benzene    7.17101    1833.69    194.804    159.806    464.443
3-eicosyne    7.62458    2607.92    219.757    197.243    485.594
3-dodecyne    7.19497    1835.75    206.118    98.8824    404.039
3-decyne    7.07535    1625.05    208.122    67.3474    370.17
3-decanol    8.61878    2770.58    273    114.946    359.7
3-chloropentane    6.69986    1079.68    184.919    21.8077    284.639
3-chlorohexane    6.74131    1170.15    180.11    42.1759    309.949
3-chloro-trans-2-pentene    6.66837    1044.64    185.809    15.4224    279.955
3-chloro-cis-2-pentene    6.66837    1044.64    185.809    15.4224    279.955
3-chloro-3-methylpentane    6.62723    1110    180.283    35.2464    309.038
3-chloro-3-methyl-1-butene    6.5653    984.061    187.082    6.31908    273.251
3-chloro-2-methylpentane    6.6893    1120.48    182.355    32.6176    298.133
3-chloro-2-methyl-1-propene    6.64457    982.982    188.97    1.25547    263.316
3-chloro-2-methyl-1-butene    6.62763    1041.51    184.173    18.0427    288.565
3-chloro-2-ethyl-1-propene    6.68453    1050.65    186.216    15.5443    277.814
3-chloro-1-propene    6.9388    1099.6    226.01    -43    77
3-chloro-1-propene    7.05562    1230.85    249.869    -134.5    241
3-chloro-1-pentene    6.67542    1055.6    185.185    17.882    283.238
3-chloro-1-butene    6.64036    959.521    191.223    -5.38551    251.461
3-butylphenol    7.25024    1800.2    165    159.287    469.075
3-bromopentane    6.85644    1184.49    179.338    40.8554    314.012
3-bromohexane    6.89764    1271.9    175.344    59.3023    335.033
3-bromo-trans-2-pentene    6.82567    1145.58    180.397    33.7872    308.438
3-bromo-cis-2-pentene    6.82567    1145.58    180.397    33.7872    308.438
3-bromo-3-methylpentane    6.95052    1301.81    189.878    45.9849    322.77
3-bromo-3-methyl-1-butene    6.71815    1081.27    181.517    24.7925    302.545
3-bromo-2-methylpentane    6.84404    1215.67    177.927    48.5844    321.438
3-bromo-2-methyl-1-propene    6.8028    1088.87    182.631    21.8245    296.678
3-bromo-2-methyl-1-butene    6.78741    1112.69    181.894    27.6412    300.559
3-bromo-2-ethyl-1-propene    6.84461    1134.02    182.725    28.5512    296.184
3-bromo-1-propene    7.05187    1259.83    232.04    17    93
3-bromo-1-propene    7.35721    1433.47    250.22    17    267.05
3-bromo-1-pentene    6.83395    1148.98    180.649    33.8389    307.11
3-bromo-1-butene    6.791    1112.47    179.505    29.8464    313.133
3-aminohexane    6.98809    1289.13    178.246    55.6757    319.761
3-amino-3-methylpentane    6.86897    1215.12    179.381    45.9805    313.783
3-amino-2-methylpentane    6.9294    1265.92    177.501    54.6801    323.68
3-amino-1-propanol    8.07048    1946.9    187.65    11    375.85
2ethyl-7-methylnaphthalene    7.09303    1895.5    180    192    303
2ethyl-6-methylnaphthalene    7.09303    1895.5    180    192    303
2ethyl-3-methylnaphthalene    7.02851    1895.5    180    196    312
24dimethyl3isopropylpentane    6.82154    1432.15    206.38    40    186
22344-pentamethylpentane    6.73273    1423.83    210.35    38    190
22334-pentamethylpentane    6.79659    1474.89    210.6    44    197
2',6'-dimethyldiphenylmethane    7.23532    2088.29    182.57    240.65    519.73
2',5'-dimethyldiphenylmethane    7.23571    2081.43    182.95    238.845    516.949
2',4"-dimethyldiphenylmethane    7.23513    2091.73    182.38    241.553    521.121
2',4'-dimethyldiphenylmethane    7.23552    2084.86    182.76    239.747    518.339
2',3"-dimethyldiphenylmethane    7.23571    2081.43    182.95    238.845    516.949
2',3'-dimethyldiphenylmethane    7.23532    2088.29    182.57    240.65    519.73
2',2"-dimethyldiphenylmethane    7.23532    2088.29    182.57    240.65    519.73
2,trans-6-dimethylthiacyclohexane    6.90019    1446.12    210.667    84.4478    368.206
2,trans-5-dimethylthiacyclopentane    6.92344    1439.4    214.056    28.9448    365.206
2,trans-5-dimethylthiacyclohexane    6.90019    1446.12    210.667    84.4478    368.206
2,trans-4-dimethylthiacyclopentane    6.91551    1362.9    215.826    61.4401    334.407
2,trans-4-dimethylthiacyclohexane    6.90019    1446.12    210.667    84.4478    368.206
2,trans-3-dimethylthiacyclopropane    6.95531    1197.14    226.143    15.4443    264.741
2,trans-3-dimethylthiacyclopentane    6.91551    1362.9    215.826    61.4401    334.407
2,trans-3-dimethylthiacyclohexane    6.90019    1446.12    210.667    84.4478    368.206
2,cis-6-dimethylthiacyclohexane    6.90019    1446.12    210.667    84.4478    368.206
2,cis-5-dimethylthiacyclopentane    6.89354    1413.37    209.691    30.1252    366.021
2,cis-5-dimethylthiacyclohexane    6.90019    1446.12    210.667    84.4478    368.206
2,cis-4-dimethylthiacyclopentane    6.91551    1362.9    215.826    61.4401    334.407
2,cis-4-dimethylthiacyclohexane    6.90019    1446.12    210.667    84.4478    368.206
2,cis-3-dimethylthiacyclopropane    6.95531    1197.14    226.143    15.4443    264.741
2,cis-3-dimethylthiacyclopentane    6.91551    1362.9    215.826    61.4401    334.407
2,cis-3-dimethylthiacyclohexane    6.90019    1446.12    210.667    84.4478    368.206
2,9-dimethyldecane    6.98699    1584.31    181.835    82.7899    372.99
2,8-dimethylquinoline    7.04778    1658.79    148.081    149.692    478.523
2,8-dimethylnonane    6.95993    1512.13    187.7    66.0157    353.839
2,8-dimethyldecane    6.98699    1584.31    181.835    82.7899    372.99
2,7,7-trimethylnonane    6.87097    1511.61    181.835    75.637    370.772
2,7-dimethylquinoline    6.95173    1618.3    133.027    162.574    501.297
2,7-dimethyloctane    6.91326    1444.19    198.27    46    188
2,7-dimethyloctane    7.02337    1511.62    205.021    46    329.75
2,7-dimethylnonane    6.95567    1498.32    187.7    63.8794    349.715
2,7-dimethylnaphthalene    7.0478    1846    180    150    310
2,7-dimethylnaphthalene    7.27802    2063.76    206.334    95.66    504.85
2,7-dimethyldecane    6.98415    1575    181.835    81.3609    370.282
2,7-dimethyl-4-octanol    10.1122    4298.84    392.471    97.9018    340.411
2,7-dimethyl-4-ethyloctane    6.91626    1500.52    181.835    71.7914    357.568
2,7-dimethyl-3-octanol    8.48215    2615.82    273    100.421    344.576
2,7-dimethyl-3-ethyloctane    6.925    1528.04    181.835    76.0611    365.738
2,7-dimethyl-2-octanol    8.40589    2678.83    273    113.625    371.244
2,6,7-trimethylnonane    6.92928    1541.8    181.835    78.1962    369.824
2,6,6-trimethyloctane    6.84227    1440.78    187.7    58.9133    351.842
2,6,6-trimethylnonane    6.861    1479.97    181.835    70.677    361.185
2,6-xylenol    7.45107    1874    208.973    45.61    427.9
2,6-heptanediol    9.56529    3396.12    273    146.887    386.957
2,6-dinitrotoluene    7.8446    2316.41    181.812    65.85    496.85
2,6-dimethyt-2-octanol    8.40589    2678.83    273    113.625    371.244
2,6-dimethylthiophenol    7.15604    1770.81    197.903    145.541    457.83
2,6-dimethylstyrene    7.05759    1649.24    202.44    93.0981    406.189
2,6-dimethylquinoline    7.4351    2139.44    204.355    137.465    500.665
2,6-dimethylpyridine    7.16488    1526.96    212.378    -6.15    350.6
2,6-dimethyloctane    6.93331    1450.53    199.4    45    187
2,6-dimethyloctane    7.16267    1617.87    217.454    45    329.75
2,6-dimethylnonane    6.95423    1493.72    187.7    63.1673    348.341
2,6-dimethylnaphthalene    7.046    1841    180    150    310
2,6-dimethylnaphthalene    7.26313    2046.22    204.926    110.17    503.85
2,6-dimethylheptane    6.89385    1368    205.68    26    162
2,6-dimethylheptane    7.09083    1512.02    223.937    -102.9    305.85
2,6-dimethyldecane    6.97839    1556.4    181.835    78.503    364.865
2,6-dimethylbiphenyl    7.25343    1976.56    189.03    210.08    494.95
2,6-dimethyl-6-ethyloctane    6.87237    1516.13    181.835    76.3456    372.142
2,6-dimethyl-5-ethyloctane    6.92356    1523.45    181.835    75.3495    364.377
2,6-dimethyl-4-propylheptane    6.9082    1475.78    181.835    67.9492    350.214
2,6-dimethyl-4-octanol    8.99464    3090.83    310.548    97.9018    340.411
2,6-dimethyl-4-isopropylheptane    6.85579    1450.21    181.835    65.8191    351.648
2,6-dimethyl-4-heptanol    7.80665    1884.08    204.641    -65.15    329.85
2,6-dimethyl-4-ethylphenol    7.20259    1698.46    165    143.607    440.168
2,6-dimethyl-4-ethyloctane    6.91626    1500.52    181.835    71.7914    357.568
2,6-dimethyl-4-ethylheptane    6.88983    1434.03    187.7    55.7748    339.69
2,6-dimethyl-3-isopropylheptane    6.86723    1485.48    181.835    71.3471    362.332
2,6-dimethyl-3-heptanol    8.43196    2486.92    273    84.5803    327.12
2,6-dimethyl-3-ethylphenol    7.20081    1692.79    165    142.677    438.531
2,6-dimethyl-3-ethyloctane    6.92643    1532.62    181.835    76.7728    367.1
2,6-dimethyl-3-ethylheptane    6.89851    1461.24    187.7    60.0297    347.987
2,6-dimethyl-2-heptanol    8.35366    2429.95    273    80.3672    324.86
2,6-dimethyl-1-octanol    8.55073    2737.72    273    114.033    362.56
2,6-dimethyl-(1-thiaethyl)-benzene    7.1609    1846.63    193.858    163.954    470.686
2,6-diethylphenol    7.1965    1652.91    165    135.664    426.811
2,6-di-tert-butyl-p-cresol    7.41286    2010.21    178.703    70.85    446.85
2,5,8-trimethylnonane    6.9192    1509.69    181.835    73.2146    360.291
2,5,7-trimethylnonane    6.92211    1518.86    181.835    74.6378    363.015
2,5,6,6-tetramethyloctane    6.81944    1488.15    181.835    73.8857    373.255
2,5,6-trimethyloctane    6.90135    1470.31    187.7    61.4481    350.753
2,5,6-trimethylnonane    6.925    1528.04    181.835    76.0611    365.738
2,5,6-trimethyl-2-heptanol    8.33676    2542.47    273    97.6421    349.301
2,5,5,6-tetramethyloctane    6.81667    1479.23    181.835    72.4741    370.499
2,5,5-trimethyloctane    6.83663    1422.91    187.7    56.0892    346.276
2,5,5-trimethylnonane    6.861    1479.97    181.835    70.677    361.185
2,5,5-trimethylheptane    6.88204    1429.09    204.36    39    181
2,5,5-trimethylheptane    6.96672    1480.75    209.595    39    329.75
2,5,5-trimethyl-4-ethylheptane    6.81387    1470.32    181.835    71.0627    367.744
2,5,5-trimethyl-3-hexanol    8.28288    2386.91    273    77.7181    325.21
2,5,5-trimethyl-3-ethylheptane    6.81105    1461.4    181.835    69.6513    364.988
2,5,5-trimethyl-2-hexanol    8.205    2480.28    273    95.6559    361.201
2,5-xylenol    7.80247    2106.55    216.837    74.84    433.9
2,5-hexanediol    9.53874    3287.68    273    134.819    375.635
2,5-dinitrotoluene    7.75934    2401.34    175.376    52.5    540.85
2,5-dimethylthiophenol    7.15877    1732.79    200.05    135.841    440.954
2,5-dimethylthiophene    7.05552    1460.01    213.027    75.7677    354.65
2,5-dimethyltetrahydrofuran    7.10868    1387.32    235.638    -1.78851    283.627
2,5-dimethylstyrene    7.05759    1649.24    202.44    93.0981    406.189
2,5-dimethylpyridine    7.3137    1689.62    224.157    51.1351    371.05
2,5-dimethyloctane    6.90263    1442.5    200.2    44    187
2,5-dimethyloctane    7.05764    1538.09    209.733    44    329.85
2,5-dimethylnonane    6.95423    1493.72    187.7    63.1673    348.341
2,5-dimethylhexane    6.85984    1287.274    214.412    5    135
2,5-dimethylhexane    7.05401    1400.91    226.581    -91.15    276.85
2,5-dimethylheptane    6.89317    1375.4    206.8    27    163
2,5-dimethylheptane    7.03511    1458.75    215.134    26.85    307.95
2,5-dimethylfuran    7.05741    1265.51    210    16.7819    283.981
2,5-dimethyldecane    6.97839    1556.4    181.835    78.503    364.86
2,5-dimethyl-trans-3-hexene    6.86734    1250.05    211.568    1.48366    277.125
2,5-dimethyl-cis-3-hexene    6.97196    1335.33    224.394    -0.794681    277.125
2,5-dimethyl-6-ethylphenol    7.20081    1692.79    165    142.677    438.531
2,5-dimethyl-6-ethyloctane    6.92643    1532.62    181.835    76.7728    367.1
2,5-dimethyl-5-ethyloctane    6.86531    1493.53    181.835    72.8026    365.294
2,5-dimethyl-5-ethylheptane    6.84505    1449.72    187.7    60.3255    354.625
2,5-dimethyl-4-propylheptane    6.91626    1500.52    181.835    71.7914    357.568
2,5-dimethyl-4-octanol    8.48214    2598.18    273    97.9018    340.411
2,5-dimethyl-4-isopropylheptane    6.86462    1477.34    181.835    70.0713    359.866
2,5-dimethyl-4-ethylphenol    7.20081    1692.79    165    142.677    438.531
2,5-dimethyl-4-ethyloctane    6.9192    1509.69    181.835    73.2146    360.291
2,5-dimethyl-4-ethylheptane    6.89708    1456.7    187.7    59.3205    346.604
2,5-dimethyl-3,4-diethylhexane    6.86607    1481.86    181.835    70.7801    361.236
2,5-dimethyl-3,3-diethylhexane    6.81105    1461.4    181.835    69.6513    364.988
2,5-dimethyl-3-isopropylhexane    6.83888    1415.8    187.7    54.7779    343.547
2,5-dimethyl-3-isopropylheptane    6.86607    1481.86    181.835    70.7801    361.236
2,5-dimethyl-3-hexanol    7.72056    1750.91    202.777    57.7533    313.845
2,5-dimethyl-3-ethylphenol    7.20081    1692.79    165    142.677    438.531
